"MV, CC", 2018, 2/5/2018, ALC, M, W, , , , , , , , Y, WN386, R-iu-Si, , , , 0, 2018, , , , , , , , , , , , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, M, W, , , , , , , , Y, WN391, R-il-si, , , , 10, 2018, , , , , , , , , , , , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, F, W, , , , , , , , Y, WN387, L-iu-Si, , , , 75, 2019, , , , , , , , , , , , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, , W, , , , , , , , Y, WN388, L-iu-Si, , , , 50, 2019, , , , , , , , , , , , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, M, A, , N, PBA11, L, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, , 25, , N, A21, L, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, , 20, , N, A25, L, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, , W, , N, 62X, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, M, A, , N, PBA3, L, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, , 25, , N, A28, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, M, , , N, PBA17, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, , 15, , N, 58X, , , , , , , , , , , , , , , , , , , , , , potentially abandoned, , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, , , , N, 50X, , , , , , , , , , , , , , , , , , , , , , 5 is backwards, potentially weaned, , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, , 25, , N, 20H, , , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, , W, , N, 23A, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, , W, , N, 53X, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, M, A, , N, PBA5, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"MV, CC", 2018, 2/5/2018, ALC, M, A, , N, PBH3, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"CC", 2018, 2/9/2018, ALLN, , W, , , , , , , , Y, WN364, R-iu-So, , , , 0, 2018, , , , , , , , , , , , Location unkown
"MV", 2018, 2/19/2018, AL, M, A, , N, PBA2, R, , , , , , , , , , , , , , , , , , , , , Seen by Duffy Burns of CA State Parks, , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , N, WN672, R-il-So, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , N, WN657, L-il-So, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , N, WN391, R-iu-Si, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , N, WN644, L-ol-So, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , N, WN989, L-iu-Si, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , N, WN631, R-ou-Si, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , N, WN341, R-iu-So, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , Y, WN809, R-il-So, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , Y, WN808, R-ul-So, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , Y, WN807, R-ou-So, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , Y, WN806, R-iu-So, , , , , , , , , , , , , , , , , Location unkown
