Field Leader Initials,Year,Date,Loc.,Sex,Age,Pup?,New Mark 1?,Mark 1,Mark 1 Position ,New Mark 2?,Mark 2,Mark 2 Position,New Tag1?,Tag1 #,Tag 1 Pos. ,New Tag2?,Tag2 #,Tag 2 Pos. ,Molt (%),Season,St. Length,Crv. Length,Ax. Girth,Mass,Tare,Mass-Tare,Last seen as P,1st seen as W,Range (days),Comments,Entered in Ano 
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA193,R2-So,Y,BA192,L2-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA196,L2-So,Y,BA197,R3-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA191,R2-So,Y,BA184,L2-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA165,L3-So,Y,BA166,R3-So,,,,,,,,,,,,,
"GS, EW, HL, MV, CC",2019,2/22/2019,VAFB,,W,,,,,,,,Y,BA194,R2-So,Y,BA195,L3-So,,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,F,W,,N,X59,L,N,X42,R,Y,WN152,R2-So,Y,WN151,L3-So,15,2019,135,148,149,140.2,4.6,135.6,2/21/2019,2/23/2019,2,,
"CC, JD",2019,2/23/2019,LTC,F,W,,N,H70,,,,,Y,WN153,R2-So,Y,WN154,L2-So,0,2019,146,153,147,128.4,4.6,123.8,2/16/2019,2/17/2019,1,,
"CC, JD",2019,2/23/2019,LTC,F,W,,N,H43,R,,,,Y,WN156,R3-Si,Y,WN155,L2-So,0,2019,151,160,149,146.4,4.6,141.8,2/14/2019,2/23/2019,9,,
"CC, JD",2019,2/23/2019,LTC,F,W,,N,H71,R,,,,Y,WN160,R2-So,Y,WN159,L2-So,0,2019,160,167,157,163.9,4.6,159.3,2/21/2019,2/23/2019,2,,
"CC, JD",2019,2/23/2019,LTC,,30,,N,H41,L,,,,,,,,,,,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,27,,N,H42,R,,,,,,,,,,,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,X74,L,,,,,,,,,,,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,M,A,,N,PBA12,R,,,,,,,,,,,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,H67,R,,,,,,,,,,,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,H46,L,,,,,,,,,,,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,X57,L,,,,,,,,,,30,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,105,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,H37,L,,,,,,,,,,0,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,X30,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,28,,N,H77,L,,,,,,,,,,,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,X72,L,,,,,,,,,,0,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,M17,L,,,,,,,,,,10,,,,,,,,,,,MARK ON BELLY,
"CC, JD",2019,2/23/2019,LTC,M,A,,N,PBX22,L,,,,,,,,,,,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,M,W,,N,X85,L,,,,,,,,,,0,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,M,W,,N,X103,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,X39,R,,,,,,,,,,,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,X69,R,,,,,,,,,,,,,,,,,,,,,MARK UPSIDE DOWN,
"CC, JD",2019,2/23/2019,LTC,,W,,N,X53,,,,,,,,,,,0,,,,,,,,,,,MARK ON BELLY,
"CC, JD",2019,2/23/2019,LTC,,W,,N,X55,L,,,,,,,,,,0,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,X56,L,,,,,,,,,,0,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,H31,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,H50,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,30,,N,H72,R,,,,,,,,,,,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,H39,L,,,,,,,,,,10,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,28,,N,H73,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,30,,N,H75,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,X61,L,,,,,,,,,,0,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,X62,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, JD",2019,2/23/2019,LTC,,W,,N,X24,R,,,,,,,,,,30,,,,,,,,,,,,
"CC, EW, MV, HL",2019,2/24/2019,ALLn,F,W,,N,A12,R,,,,Y,WN191,R2-So,Y,WN199,L1-So,0,,134,140,134,113.8,4.6,109.2,2/15/2019,2/24/2019,9,,
"CC, EW, MV, HL",2019,2/24/2019,ALLn,M,W,,N,X34,L,,,,Y,WN192,L1-So,Y,WN193,R2-So,5,,143,154,134,125.4,4.6,120.8,2/17/2019,2/18/2019,1,,
"CC, EW, MV, HL",2019,2/24/2019,ALLn,M,W,,N,A10,L,,,,Y,WN171,L2-So,Y,WN172,R3-So,0,,139,149,124,91,4.6,86.4,2/15/2019,2/17/2019,2,,
"CC, EW, MV, HL",2019,2/24/2019,ALLn,M,W,,N,K1,R,,,,Y,WN174,L2-So,Y,WN173,R2-So,0,,158,165,143,134.8,4.6,130.2,02/09/2019,2/24/2019,15,,
"CC, EW, MV, HL",2019,2/24/2019,ALLn,F,W,,N,X97,R,,,,Y,WN170,R2-So,Y,WN169,L3-So,10,,140,149,141,113.6,4.6,109,2/15/2019,2/24/2019,9,,
"CC, EW, MV, HL",2019,2/24/2019,ALLn,F,W,,N,K2,L,,,,Y,WN194,L2-So,Y,WN195,R1-So,5,,153,162,137,124.8,4.4,120.4,02/09/2019,2/24/2019,15,,
"CC, EW, MV, HL",2019,2/24/2019,ALLn,F,W,,N,H52,R,,,,Y,WN197,L2-So,Y,WN198,R3-So,5,,149,155,134,140.6,4.4,136.2,2/15/2019,2/24/2019,9,molting on flippers only ,
"CC, EW, MV, HL",2019,2/24/2019,ALLn,F,W,,N,H54,L,,,,Y,WN161,R2-So,Y,WN162,L4-So,0,,137,146,125,96.6,4.4,92.2,2/15/2019,2/24/2019,9,,
"CC, EW, MV, HL",2019,2/24/2019,ALLn,M,W,,N,H13,L,,,,Y,WN167,L4-So,Y,WN168,R2-So,0,,141,151,144,117.6,4.4,113.2,2/14/2019,2/16/2019,2,,
"CC, EW, MV, HL",2019,2/24/2019,ALLn,M,W,,N,A5,R,,,,Y,WN163,R2-So,Y,WN164,L3-So,0,,145,156,138,133.2,4.4,128.8,2/15/2019,2/24/2019,9,,
"CC, EW, MV, HL",2019,2/24/2019,ALLn,F,W,,Y,H59,R,,,,Y,WN165,L2-So,Y,WN166,R1-So,0,,133,143,114,87,4.4,82.6,2/15/2019,2/24/2019,9,,
EW,2019,2/24/2019,ALLn,M,SA4,,N,PBA19,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/24/2019,ALLn,,W,,N,H56,R,,,,,,,,,,0,,,,,,,,,,,,
EW,2019,2/24/2019,ALLn,,W,,N,X67,R,,,,,,,,,,,,,,,,,,,,,,
EW,2019,2/24/2019,ALLn,,W,,N,A61,L,,,,,,,,,,,,,,,,,,,,,,
HL,2019,2/24/2019,ALLn,M,SA4,,N,PBH12,L,,,,,,,,,,,,,,,,,,,,,,
HL,2019,2/24/2019,ALLn,M,SA4,,N,PBA13,R,,,,,,,,,,,,,,,,,,,,,,
HL,2019,2/24/2019,ALLn,,W,,N,H57,L,,,,,,,,,,,,,,,,,,,,,wanted to weigh,
HL,2019,2/24/2019,ALLn,M,A,,N,PBA28,R,,,,,,,,,,,,,,,,,,,,,,
HL,2019,2/24/2019,ALLn,,W,,N,X68,L,,,,,,,,,,,,,,,,,,,,,Silver bullet,
HL,2019,2/24/2019,ALLn,,W,,,,,,,,N,WN107,R4-So,,,,,,,,,,,,,,,Silver bullet,
HL,2019,2/24/2019,ALLn,,W,,N,H27,R,,,,N,WN104,R2-,,,,,,,,,,,,,,,,
HL,2019,2/24/2019,ALLn,M,SA4,,N,PBX88,R,N,PBM23,L,,,,,,,,,,,,,,,,,,,
HL,2019,2/24/2019,ALLn,M,W,,N,H24,R,,,,,,,,,,50,,,,,,,,,,,,
HL,2019,2/24/2019,ALLn,F,W,,N,H27,R,,,,,,,,,,,,,,,,,,,,,,
HL,2019,2/24/2019,ALLn,,W,,N,X95,R,,,,,,,,,,,,,,,,,,,,,,
HL,2019,2/24/2019,ALLn,M,A,,N,PBH7,R,,,,,,,,,,,,,,,,,,,,,,
HL,2019,2/24/2019,ALLn,M,SA4,,N,PBX85,R,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,F,W,,N,H46,L,,,,Y,WN179,R1-So,Y,WN180,L3-So,0,,153,162,140,138,4.6,133.4,2/14/2019,2/21/2019,7,,
"CC, EW, MV",2019,2/25/2019,LTC,F,W,,N,X54,R,,,,Y,WN175,R2-So,Y,WN176,L2-So,0,,153,162,147,137.6,4.6,133,2/10/2019,2/25/2019,15,,
"CC, EW, MV",2019,2/25/2019,LTC,M,W,,N,H47,R,,,,Y,WN177,R3-So,Y,WN178,L4-So,0,,145,155,152,145,4.6,140.4,2/14/2019,2/21/2019,7,MASS ESTIMATED SCALE DIED ,
"CC, EW, MV",2019,2/25/2019,LTC,F,W,,N,X56,L,,,,Y,WN141,L2-So,Y,WN475,R2-So,0,,154,162,136,141.6,4.6,137,2/14/2019,2/21/2019,7,,
"CC, EW, MV",2019,2/25/2019,LTC,M,W,,N,X39,R,,,,Y,WN142,L2-So,Y,WN143,R2-So,0,,156,162,134,127.6,4.6,123,2/10/2019,2/14/2019,4,,
"CC, EW, MV",2019,2/25/2019,LTC,M,W,,N,X103,R,,,,Y,WN146,L2-So,Y,WN147,R2-So,0,,145,150,150,134.5,4.6,129.9,2/16/2019,2/23/2019,7,,
"CC, EW, MV",2019,2/25/2019,LTC,M,W,,N,X50,R,,,,Y,WN148,L2-So,Y,WN149,R2-So,0,,156,163,145,138.2,4.6,133.6,2/14/2019,2/21/2019,7,,
"CC, EW, MV",2019,2/25/2019,LTC,F,W,,N,X72,L,,,,Y,WN144,L2-So,Y,WN145,R2-So,0,,154,158,131,125.6,4.6,121,2/16/2019,2/18/2019,2,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,X55,L,,,,N,WN125,L1-So,,,,5,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,106,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,H48,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,X59,B,,,,,,,,,,0,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,,,,,,,Y,WN479,R2-So,,,,0,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,M,W,,,,,,,,Y,WN470,L3-So,,,,0,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,,,,,,,Y,WN471,R2-So,,,,100,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,M,W,,,,,,,,Y,WN474,R1-So,,,,100,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,H34,L,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,X39,R,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTL,,W,,N,H47,R,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTL,M,SA4,,N,PBA3,L,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTL,,W,,N,H69,R,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTL,,W,,N,H52,R,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTL,M,SA4,,N,D567,R,,,,N,G___ ,R4-__,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTL,,W,,N,X51,R,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTL,,W,,N,X57,R,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTL,,W,,N,K5,R,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,M,,,N,PBA17,,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,M,,,N,PBA42,,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,M,SA4,,N,PBM19,R,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,H76,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,H67,R,,,,,,,,,,15,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,H68,L,,,,,,,,,,5,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,H37,L,,,,,,,,,,0,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,H43,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,H45,,,,,,,,,,,0,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,X62,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,H38,R,,,,,,,,,,10,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,X32,R,,,,,,,,,,0,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,X61,L,,,,,,,,,,50,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,H41,L,,,,,,,,,,0,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,X58,R,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,F,A,1,,,,,,,N,GA112,R1-__,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,X73,R,,,,,,,,,,5,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,M,A,,N,PBA12,,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,X73,L,,,,,,,,,,70,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,N,X105,R,,,,,,,,,,10,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,M,A,,N,PBX80,R,,,,,,,,,,,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,,,,,,,Y,WN478,L2-So,,,,0,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,,,,,,,Y,WN460,R2-So,,,,0,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,,,,,,,Y,WN469,L2-So,,,,0,,,,,,,,,,,,
"CC, EW, MV",2019,2/25/2019,LTC,,W,,,,,,,,Y,WN461,R2-Si,,,,90,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,N,X42,R,N,X59,L,N,WN151,,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,N,H6,L,,,,N,WN178,,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,N,H7,R,,,,N,WN124,R_-__,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,N,H68,,,,,N,WN131,,N,WN132,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,,,,,,,N,WN174,R1-__,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,N,X5_,,,,,N,WN125,L1-__,N,WN12_,R_-_ _ ,,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,,,,,,,N,WN115,L1-__,N,WN116,R1- __,,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,N,X103,R,,,,N,WN146,L2-So,N,WN147,R2-So,25,,,,,,,,,,,,
CC,2019,3/1/2019,LTL,,W,,,,,,,,N,WN_70,L_-__,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTL,,W,,N,H3_,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTL,M,A,,N,D567,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTL,,W,,N,X52,R,,,,,,,,,,33,,,,,,,,,,,,
CC,2019,3/1/2019,LTL,,W,,N,H37,L,,,,,,,,,,10,,,,,,,,,,,Upside down mark,
CC,2019,3/1/2019,LTL,,W,,N,X44,R,,,,,,,,,,,,,,,,,,,,,Upside down mark ,
CC,2019,3/1/2019,LTL,,W,,N,X35,L,,,,N,WN133,L2-__,N,WN134,R2-__,60,,,,,,,,,,,,
CC,2019,3/1/2019,LTL,M,A,,N,PBA3,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTL,M,A,,N,PBX80,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,,,,,,,Y,WN209,R2-So,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTL,,W,,,,,,,,Y,WN208,L2-So,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTL,,W,,,,,,,,Y,WN207,L3-So,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTL,,W,,,,,,,,Y,WN206,L2-Si,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTL,,W,,,,,,,,Y,WN205,L2-Si,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTL,,W,,,,,,,,Y,WN204,R3-So,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTL,,W,,,,,,,,Y,WN203,R2-So,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTL,,W,,,,,,,,Y,WN202,R3-So,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTL,,W,,,,,,,,Y,WN201,R2-So,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,M,A,,N,PBX81,L,,,,,,,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,M,A,,N,PBX22,R,,,,,,,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,,,,,,,Y,WN210,L2-So,,,,40,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,M,W,,,,,,,,Y,WN211,R2-So,,,,0,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,M,W,,,,,,,,Y,WN212,R3-So,,,,0,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,F,W,,,,,,,,Y,WN213,L2-Si,,,,100,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,F,W,,,,,,,,Y,WN214,R2-So,,,,0,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,F,W,,,,,,,,Y,WN215,L2-So,,,,5,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,M,W,,,,,,,,Y,WN216,L2-So,,,,0,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,M,W,,,,,,,,Y,WN217,L2-So,,,,0,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,,,,,,,Y,WN218,L2-So,,,,100,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,,,,,,,Y,WN219,L2-So,,,,5,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,N,X105,L,,,,,,,,,,30,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,N,H45,L,,,,,,,,,,5,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,M,W,,N,H41,L,,,,,,,,,,0,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,N,H32,L,,,,,,,,,,0,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,N,H37,L,,,,,,,,,,,,,,,,,,,,,Upside Down,
CC,2019,3/1/2019,LTC,,W,,,,,,,,N,WN112,L2-__,N,WN114,R_-__,,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,,,,,,,Y,WN814,__-__,,,,,,,,,,,,,,,,
CC,2019,3/1/2019,LTC,,W,,,,,,,,N,WN478,L2-So,,,,5,2019,,,,,,,,,,,
JD,2019,3/2/2019,LTC,M,W,,,,,,,,Y,WN489,__-__,N,WN218,L_-__,95,2020,,,,,,,,,,,
JD,2019,3/2/2019,LTC,,W,,,,,,,,Y,WN430,R3-So,,,,90,2020,,,,,,,,,,,
JD,2019,3/2/2019,LTC,,W,,,,,,,,Y,WN431,L2-So,,,,20,2019,,,,,,,,,,,
JD,2019,3/2/2019,LTC,F,W,,,,,,,,Y,WN432,L2-So,,,,5,2019,,,,,,,,,,,
JD,2019,3/2/2019,LTC,M,W,,,,,,,,Y,WN409,L2-So,,,,10,2019,,,,,,,,,,,
JD,2019,3/2/2019,LTC,,W,,,,,,,,Y,WN434,L2-So,,,,5,2019,,,,,,,,,,,
JD,2019,3/2/2019,LTC,,W,,N,X58,R,,,,N,WN137,R_-__,,,,25,2019,,,,,,,,,,,
JD,2019,3/2/2019,LTC,F,W,,,,,,,,N,WN213,L2_-__,Y,WN400,R2-So,100,2020,,,,,,,,,,,
JD,2019,3/2/2019,LTC,,W,,N,X32,,,,,,,,,,,10,2019,,,,,,,,,,has tags,
JD,2019,3/2/2019,LTC,M,W,,,,,,,,Y,WN401,R3-So,,,,,,,,,,,,,,,,
JD,2019,3/2/2019,LTC,M,W,,,,,,,,Y,WN402,R3-So,,,,5,,,,,,,,,,,,
JD,2019,3/2/2019,LTC,,W,,,,,,,,Y,WN403,R2-So,,,,5,,,,,,,,,,,,
JD,2019,3/2/2019,LTC,M,W,,,,,,,,Y,WN404,R3-So,,,,0,,,,,,,,,,,,
JD,2019,3/2/2019,LTC,M,W,,,,,,,,Y,WN408,R3-So,,,,75,,,,,,,,,,,,
"CC, LV",2019,3/2/2019,LTC,F,W,,N,H48,R,,,,Y,WN480,L3-So,Y,WN481,R2-So,5,,140,149,135,130.2,4.6,125.6,2/14/2019,2/25/2019,11,,
"CC, LV",2019,3/2/2019,LTC,M,W,,N,H75,R,,,,Y,WN482,L2-So,Y,WN483,R2-So,5,,165,172,163,176.6,4.6,172,2/23/2019,3/2/2019,7,,
"CC, LV",2019,3/2/2019,LTC,F,W,,N,H72,R,,,,N,WN484,L2-So,Y,WN485,R2-So,2,,143,153,147,133.4,4.6,128.8,2/23/2019,3/2/2019,7,,
"CC, LV",2019,3/2/2019,LTC,M,W,,N,H41,L,,,,Y,WN486,R2-So,Y,WN487,L3-So,30,,151,169,152,161.2,6.2,155,2/23/2019,2/25/2019,2,,
CC,2019,3/2/2019,LTL,M,W,,,,,,,,Y,WN488,R2-So,,,,100,,,,,,,,,,,,
CC,2019,3/2/2019,LTL,M,W,,,,,,,,Y,WN239,L2-So,,,,35,,,,,,,,,,,,
CC,2019,3/2/2019,LTL,,W,,,,,,,,Y,WN238,R2-So,,,,70,,,,,,,,,,,,
CC,2019,3/2/2019,LTL,M,W,,,,,,,,Y,WN237,R2-So,,,,10,,,,,,,,,,,,
CC,2019,3/2/2019,LTL,,W,,,,,,,,Y,WN236,R2-So,,,,0,,,,,,,,,,,,
CC,2019,3/2/2019,LTL,F,W,,,,,,,,Y,WN235,R2-So,,,,80,,,,,,,,,,,,
CC,2019,3/2/2019,LTL,,W,,,,,,,,Y,WN234,R2-So,,,,,,,,,,,,,,,,
CC,2019,3/2/2019,LTL,F,W,,,,,,,,Y,WN233,L2-So,,,,60,,,,,,,,,,,,
CC,2019,3/2/2019,LTL,M,W,,,,,,,,Y,WN232,R2-So,,,,5,,,,,,,,,,,,
CC,2019,3/2/2019,LTL,M,W,,,,,,,,Y,WN231,L3-So,,,,10,,,,,,,,,,,,
CC,2019,3/2/2019,LTL,,W,,N,X39,R,,,,Y,WN230,L2-So,,,,100,,,,,,,,,,,,
CC,2019,3/2/2019,LTL,,W,,N,X54,L,,,,,,,,,,,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,LTC,F,W,,N,H73,R,,,,Y,WN182,L2-So,Y,WN181,L1-So,0,,145,154,135,112,5.2,106.8,2/23/2019,03/03/2019,8,,
"EW, CC, MV",2019,3/3/2019,LTC,M,W,,N,H36,L,,,,Y,WN183,R2-So,Y,WN184,L2-So,5,,159,169,138,135.8,5.2,130.6,2/14/2019,03/03/2019,17,,
"EW, CC, MV",2019,3/3/2019,DCL,,W,,,,,,,,Y,WN269,L2-So,,,,20,,,,,,,,,,,CHECK TAG POSITION ,
"EW, CC, MV",2019,3/3/2019,DCL,,W,,Y,,,,,,Y,WN260,L3-So,,,,,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,DCL,,W,,,,,,,,Y,WN261,L2-So,,,,,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,DCC,,W,,,,,,,,Y,WN268,L2-Si,,,,,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,DCC,,W,,,,,,,,Y,WN267,L4-So,,,,50,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,DCC,,W,,,,,,,,Y,WN266,R2-Si,,,,100,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,DCC,,W,,,,,,,,Y,WN262,R2-So,,,,,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,DCC,,W,,,,,,,,Y,WN263,L3-Si,,,,,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,DCC,,W,,,,,,,,Y,WN264,L3-So,,,,,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,DCC,M,W,,,,,,,,Y,WN265,R2-Si,,,,,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,DCC,,W,,,,,,,,Y,WN270,L2-So,,,,,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,DCC,,W,,,,,,,,Y,WN271,L3-Si,,,,,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,DCC,,W,,,,,,,,Y,WN272,R3-So,,,,,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,DCC,M,W,,,,,,,,Y,WN273,L3-Si,,,,,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,DCC,M,W,,,,,,,,Y,WN274,R2-Si,,,,,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,DCC,F,W,,,,,,,,Y,WN275,R2-So,,,,5,,,,,,,,,,,,
"EW, CC, MV",2019,3/3/2019,DCC,,W,,,,,,,,Y,WN279,R4-So,Y,WN278,R2-So,0,,,,,,,,,,,,
